,1 2,1 3,1 4,1 5,2 3,2 4,2 5,3 4,3 5,4 5
663,0.2,0.51,0.43,0.21,0.52,0.28,0.4,0.79,0.6,0.6
664,0.2,0.48,0.44,0.21,0.5,0.28,0.41,0.76,0.59,0.61
665,0.21,0.49,0.46,0.21,0.46,0.33,0.42,0.77,0.61,0.62
666,0.22,0.48,0.47,0.21,0.46,0.33,0.42,0.78,0.62,0.62
667,0.22,0.48,0.47,0.21,0.46,0.33,0.43,0.78,0.63,0.63
668,0.21,0.49,0.47,0.22,0.45,0.34,0.42,0.77,0.64,0.63
669,0.18,0.48,0.46,0.23,0.43,0.36,0.42,0.77,0.65,0.63
670,0.18,0.48,0.46,0.25,0.42,0.37,0.43,0.77,0.65,0.64
671,0.17,0.49,0.44,0.27,0.41,0.38,0.44,0.77,0.66,0.65
672,0.17,0.5,0.44,0.29,0.39,0.4,0.46,0.77,0.68,0.68
673,0.18,0.5,0.44,0.31,0.39,0.41,0.47,0.79,0.68,0.69
674,0.18,0.51,0.43,0.31,0.39,0.42,0.48,0.8,0.68,0.69
675,0.2,0.5,0.43,0.31,0.37,0.43,0.5,0.78,0.68,0.69
676,0.21,0.5,0.43,0.32,0.36,0.43,0.51,0.78,0.68,0.7
677,0.23,0.53,0.42,0.34,0.36,0.43,0.54,0.78,0.71,0.72
678,0.24,0.53,0.42,0.34,0.35,0.43,0.55,0.77,0.71,0.73
679,0.26,0.51,0.41,0.35,0.32,0.43,0.56,0.74,0.68,0.73
680,0.27,0.51,0.41,0.35,0.31,0.44,0.57,0.75,0.68,0.74
681,0.3,0.5,0.41,0.36,0.29,0.45,0.6,0.74,0.66,0.75
682,0.31,0.5,0.42,0.37,0.28,0.45,0.62,0.74,0.66,0.77
683,0.34,0.51,0.42,0.37,0.27,0.47,0.63,0.74,0.67,0.78
684,0.35,0.51,0.43,0.38,0.26,0.49,0.64,0.75,0.67,0.79
685,0.36,0.51,0.42,0.38,0.25,0.49,0.65,0.74,0.66,0.79
686,0.37,0.52,0.42,0.38,0.25,0.5,0.65,0.74,0.66,0.79
687,0.38,0.53,0.43,0.38,0.25,0.5,0.65,0.75,0.66,0.8
688,0.38,0.53,0.42,0.38,0.25,0.49,0.66,0.74,0.67,0.8
689,0.4,0.54,0.45,0.36,0.23,0.52,0.64,0.75,0.67,0.8
690,0.4,0.53,0.45,0.36,0.21,0.53,0.65,0.74,0.67,0.81
691,0.41,0.53,0.46,0.36,0.21,0.54,0.65,0.74,0.67,0.81
692,0.42,0.54,0.45,0.37,0.2,0.54,0.66,0.74,0.67,0.82
693,0.43,0.53,0.44,0.37,0.2,0.54,0.66,0.73,0.67,0.81
694,0.44,0.54,0.45,0.37,0.17,0.56,0.65,0.73,0.66,0.81
695,0.45,0.54,0.43,0.37,0.17,0.56,0.65,0.73,0.65,0.8
696,0.46,0.55,0.43,0.36,0.17,0.57,0.65,0.73,0.65,0.79
697,0.45,0.55,0.42,0.37,0.17,0.57,0.65,0.74,0.65,0.79
698,0.46,0.54,0.42,0.37,0.16,0.58,0.66,0.74,0.65,0.79
699,0.43,0.53,0.39,0.39,0.16,0.58,0.65,0.74,0.65,0.78
700,0.44,0.53,0.4,0.39,0.17,0.59,0.65,0.75,0.64,0.78
701,0.43,0.52,0.38,0.4,0.17,0.59,0.66,0.75,0.63,0.78
702,0.42,0.5,0.37,0.42,0.17,0.59,0.67,0.74,0.63,0.78
703,0.43,0.49,0.34,0.44,0.18,0.6,0.7,0.73,0.62,0.77
704,0.43,0.49,0.34,0.45,0.18,0.6,0.7,0.73,0.62,0.77
705,0.43,0.46,0.34,0.46,0.17,0.61,0.71,0.72,0.61,0.78
706,0.43,0.46,0.33,0.47,0.17,0.61,0.72,0.71,0.62,0.77
707,0.47,0.45,0.34,0.47,0.16,0.65,0.75,0.7,0.62,0.78
708,0.47,0.43,0.34,0.48,0.16,0.66,0.75,0.7,0.62,0.79
709,0.48,0.42,0.34,0.48,0.17,0.67,0.76,0.69,0.6,0.78
710,0.48,0.42,0.34,0.49,0.17,0.68,0.77,0.69,0.61,0.79
711,0.48,0.42,0.34,0.47,0.18,0.68,0.75,0.7,0.58,0.78
712,0.49,0.4,0.33,0.48,0.2,0.68,0.76,0.67,0.58,0.77
713,0.5,0.4,0.33,0.49,0.21,0.7,0.78,0.67,0.57,0.77
714,0.5,0.39,0.31,0.5,0.22,0.7,0.78,0.67,0.56,0.77
715,0.5,0.37,0.3,0.52,0.23,0.7,0.79,0.65,0.55,0.77
716,0.52,0.37,0.29,0.53,0.26,0.73,0.8,0.65,0.55,0.76
717,0.52,0.36,0.28,0.54,0.27,0.71,0.81,0.63,0.54,0.77
718,0.52,0.36,0.28,0.54,0.28,0.71,0.81,0.62,0.53,0.76
719,0.52,0.35,0.28,0.55,0.3,0.72,0.83,0.62,0.53,0.76
720,0.53,0.34,0.28,0.55,0.32,0.73,0.84,0.61,0.52,0.76
721,0.53,0.35,0.26,0.53,0.32,0.73,0.8,0.61,0.48,0.73
722,0.52,0.36,0.24,0.58,0.34,0.73,0.82,0.6,0.48,0.74
723,0.52,0.36,0.24,0.6,0.35,0.74,0.84,0.59,0.49,0.74
724,0.53,0.35,0.23,0.61,0.38,0.74,0.86,0.57,0.48,0.72
725,0.52,0.35,0.22,0.62,0.4,0.74,0.87,0.55,0.47,0.7
726,0.51,0.36,0.23,0.63,0.42,0.74,0.87,0.55,0.44,0.68
727,0.47,0.35,0.27,0.64,0.46,0.74,0.86,0.53,0.4,0.67
728,0.48,0.34,0.26,0.66,0.49,0.74,0.89,0.5,0.41,0.66
729,0.47,0.33,0.27,0.65,0.5,0.73,0.91,0.48,0.41,0.65
730,0.46,0.29,0.28,0.64,0.51,0.74,0.92,0.46,0.42,0.64
731,0.46,0.27,0.26,0.64,0.5,0.72,0.92,0.43,0.43,0.63
732,0.47,0.25,0.26,0.62,0.5,0.72,0.92,0.43,0.43,0.63
733,0.47,0.24,0.25,0.61,0.5,0.72,0.92,0.41,0.43,0.63
734,0.47,0.23,0.25,0.61,0.51,0.72,0.93,0.4,0.43,0.63
735,0.46,0.22,0.26,0.6,0.52,0.71,0.92,0.39,0.41,0.62
736,0.44,0.22,0.28,0.61,0.52,0.71,0.92,0.39,0.42,0.62
737,0.44,0.22,0.27,0.59,0.52,0.7,0.9,0.38,0.39,0.59
738,0.42,0.22,0.27,0.6,0.52,0.68,0.9,0.36,0.4,0.58
739,0.41,0.22,0.27,0.6,0.52,0.68,0.91,0.35,0.4,0.58
740,0.36,0.22,0.27,0.61,0.48,0.63,0.87,0.34,0.4,0.57
741,0.35,0.22,0.27,0.62,0.48,0.62,0.88,0.33,0.41,0.57
742,0.33,0.22,0.27,0.6,0.48,0.6,0.85,0.3,0.38,0.55
743,0.33,0.23,0.27,0.61,0.48,0.59,0.85,0.29,0.39,0.54
744,0.3,0.24,0.29,0.63,0.48,0.59,0.86,0.27,0.39,0.53
745,0.28,0.26,0.3,0.64,0.49,0.58,0.85,0.26,0.38,0.51
746,0.27,0.27,0.31,0.65,0.49,0.58,0.85,0.25,0.38,0.5
747,0.27,0.27,0.32,0.65,0.5,0.59,0.85,0.26,0.37,0.5
748,0.26,0.3,0.36,0.66,0.5,0.61,0.85,0.28,0.36,0.5
749,0.25,0.31,0.36,0.66,0.5,0.61,0.84,0.28,0.35,0.48
750,0.24,0.32,0.36,0.66,0.5,0.6,0.83,0.29,0.34,0.48
751,0.24,0.34,0.36,0.67,0.49,0.6,0.82,0.29,0.33,0.47
752,0.24,0.36,0.38,0.68,0.5,0.61,0.82,0.32,0.32,0.48
753,0.23,0.37,0.38,0.68,0.5,0.6,0.83,0.32,0.33,0.47
754,0.24,0.37,0.39,0.69,0.5,0.62,0.84,0.34,0.33,0.47
755,0.24,0.38,0.4,0.7,0.5,0.63,0.84,0.34,0.33,0.47
756,0.23,0.4,0.41,0.71,0.5,0.63,0.84,0.36,0.33,0.48
757,0.23,0.4,0.42,0.71,0.51,0.64,0.84,0.37,0.33,0.48
758,0.22,0.41,0.45,0.71,0.51,0.66,0.84,0.38,0.32,0.46
759,0.22,0.42,0.47,0.71,0.52,0.67,0.84,0.38,0.32,0.45
760,0.2,0.42,0.48,0.71,0.51,0.66,0.82,0.39,0.31,0.43
761,0.19,0.43,0.48,0.7,0.51,0.66,0.81,0.4,0.31,0.42
762,0.2,0.46,0.49,0.71,0.52,0.67,0.81,0.39,0.29,0.42
763,0.2,0.46,0.49,0.72,0.53,0.67,0.81,0.39,0.29,0.41
764,0.21,0.47,0.49,0.72,0.53,0.67,0.82,0.39,0.3,0.41
765,0.22,0.47,0.47,0.73,0.53,0.64,0.81,0.34,0.29,0.39
766,0.22,0.49,0.47,0.74,0.51,0.62,0.79,0.32,0.28,0.39
767,0.22,0.51,0.48,0.75,0.51,0.61,0.78,0.31,0.26,0.39
768,0.25,0.54,0.49,0.77,0.51,0.6,0.75,0.3,0.24,0.39
769,0.27,0.55,0.49,0.79,0.5,0.59,0.76,0.29,0.26,0.4
770,0.32,0.54,0.48,0.8,0.48,0.59,0.74,0.28,0.27,0.41
771,0.36,0.55,0.49,0.81,0.48,0.59,0.72,0.26,0.26,0.41
772,0.37,0.56,0.49,0.81,0.46,0.58,0.71,0.27,0.26,0.42
773,0.38,0.55,0.47,0.81,0.46,0.58,0.7,0.28,0.26,0.43
774,0.42,0.56,0.43,0.82,0.46,0.57,0.7,0.29,0.27,0.47
775,0.44,0.56,0.41,0.82,0.47,0.57,0.7,0.29,0.26,0.48
776,0.45,0.56,0.4,0.82,0.49,0.58,0.72,0.29,0.26,0.48
777,0.47,0.55,0.38,0.81,0.5,0.58,0.73,0.28,0.27,0.48
778,0.48,0.55,0.38,0.81,0.5,0.58,0.73,0.27,0.27,0.48
779,0.51,0.55,0.36,0.79,0.51,0.58,0.73,0.26,0.25,0.46
780,0.51,0.55,0.36,0.79,0.52,0.58,0.73,0.25,0.25,0.46
781,0.52,0.55,0.36,0.8,0.52,0.58,0.73,0.25,0.26,0.46
782,0.53,0.55,0.37,0.81,0.52,0.57,0.74,0.24,0.26,0.46
783,0.57,0.57,0.38,0.81,0.53,0.58,0.73,0.23,0.25,0.45
784,0.57,0.58,0.38,0.81,0.55,0.57,0.74,0.22,0.24,0.44
785,0.58,0.59,0.39,0.82,0.56,0.57,0.74,0.23,0.23,0.44
786,0.6,0.59,0.39,0.82,0.56,0.56,0.73,0.22,0.23,0.43
787,0.62,0.61,0.4,0.84,0.56,0.56,0.73,0.22,0.23,0.43
788,0.59,0.6,0.41,0.82,0.57,0.55,0.72,0.2,0.22,0.41
789,0.58,0.6,0.41,0.82,0.56,0.54,0.71,0.2,0.22,0.41
790,0.59,0.61,0.42,0.83,0.56,0.53,0.7,0.19,0.22,0.41
791,0.6,0.62,0.44,0.84,0.56,0.53,0.7,0.19,0.22,0.41
792,0.59,0.6,0.44,0.84,0.57,0.53,0.71,0.16,0.24,0.41
793,0.59,0.58,0.45,0.82,0.56,0.54,0.69,0.13,0.24,0.37
794,0.59,0.58,0.45,0.83,0.57,0.55,0.7,0.13,0.25,0.38
795,0.56,0.57,0.45,0.83,0.56,0.56,0.73,0.13,0.27,0.39
796,0.57,0.56,0.45,0.83,0.56,0.56,0.72,0.12,0.26,0.38
797,0.57,0.57,0.46,0.83,0.56,0.57,0.72,0.12,0.27,0.38
798,0.57,0.57,0.47,0.85,0.56,0.57,0.74,0.12,0.28,0.39
799,0.57,0.55,0.47,0.83,0.56,0.58,0.73,0.11,0.28,0.38
800,0.56,0.53,0.48,0.83,0.56,0.58,0.73,0.07,0.3,0.36
801,0.55,0.53,0.49,0.83,0.56,0.59,0.74,0.06,0.3,0.35
802,0.55,0.52,0.51,0.83,0.56,0.59,0.74,0.05,0.31,0.33
803,0.51,0.51,0.5,0.82,0.56,0.59,0.73,0.05,0.31,0.34
804,0.51,0.5,0.52,0.81,0.56,0.61,0.75,0.05,0.32,0.31
805,0.53,0.5,0.54,0.82,0.56,0.63,0.74,0.07,0.32,0.3
806,0.52,0.48,0.54,0.82,0.56,0.64,0.76,0.08,0.35,0.3
807,0.53,0.47,0.54,0.81,0.55,0.64,0.77,0.09,0.34,0.28
808,0.51,0.46,0.55,0.81,0.55,0.65,0.77,0.11,0.35,0.28
809,0.49,0.45,0.55,0.8,0.54,0.65,0.76,0.11,0.35,0.28
810,0.49,0.45,0.56,0.81,0.54,0.64,0.77,0.12,0.36,0.27
811,0.48,0.43,0.54,0.79,0.55,0.65,0.76,0.12,0.37,0.29
812,0.48,0.44,0.55,0.81,0.55,0.65,0.76,0.12,0.37,0.28
813,0.47,0.4,0.53,0.78,0.56,0.67,0.78,0.13,0.39,0.28
814,0.48,0.42,0.56,0.81,0.57,0.68,0.79,0.15,0.4,0.28
815,0.48,0.42,0.57,0.79,0.57,0.69,0.77,0.15,0.39,0.27
816,0.48,0.39,0.57,0.78,0.58,0.71,0.77,0.18,0.4,0.26
817,0.48,0.39,0.59,0.79,0.58,0.72,0.79,0.19,0.4,0.24
818,0.48,0.37,0.59,0.79,0.57,0.72,0.8,0.22,0.43,0.24
819,0.49,0.36,0.58,0.79,0.57,0.71,0.81,0.22,0.44,0.23
820,0.48,0.34,0.58,0.79,0.56,0.71,0.81,0.24,0.46,0.23
821,0.47,0.34,0.58,0.79,0.56,0.7,0.82,0.25,0.46,0.22
822,0.46,0.33,0.58,0.78,0.56,0.7,0.82,0.25,0.45,0.21
823,0.47,0.33,0.59,0.76,0.55,0.71,0.81,0.26,0.44,0.18
824,0.47,0.32,0.6,0.76,0.54,0.71,0.82,0.29,0.45,0.16
825,0.47,0.32,0.61,0.76,0.54,0.71,0.82,0.3,0.45,0.15
826,0.46,0.31,0.61,0.77,0.54,0.72,0.84,0.3,0.46,0.15
827,0.46,0.29,0.62,0.77,0.53,0.74,0.85,0.32,0.47,0.15
828,0.46,0.29,0.63,0.76,0.53,0.75,0.86,0.34,0.48,0.14
829,0.47,0.28,0.63,0.77,0.53,0.75,0.86,0.35,0.49,0.14
830,0.47,0.27,0.64,0.76,0.54,0.76,0.86,0.37,0.49,0.12
831,0.47,0.28,0.65,0.76,0.54,0.76,0.86,0.37,0.48,0.11
832,0.46,0.24,0.61,0.7,0.55,0.77,0.86,0.38,0.46,0.1
833,0.46,0.24,0.62,0.7,0.56,0.77,0.86,0.38,0.46,0.09
834,0.47,0.25,0.64,0.71,0.56,0.78,0.87,0.39,0.46,0.1
835,0.48,0.25,0.64,0.7,0.57,0.78,0.88,0.4,0.45,0.1
836,0.49,0.25,0.64,0.7,0.58,0.79,0.88,0.4,0.46,0.1
837,0.49,0.25,0.66,0.7,0.59,0.8,0.88,0.41,0.45,0.09
838,0.5,0.26,0.67,0.7,0.59,0.8,0.88,0.42,0.44,0.11
839,0.5,0.26,0.67,0.7,0.59,0.8,0.88,0.43,0.44,0.11
840,0.5,0.25,0.68,0.7,0.6,0.81,0.88,0.44,0.45,0.11
841,0.51,0.26,0.7,0.7,0.61,0.83,0.89,0.46,0.45,0.1
842,0.52,0.26,0.7,0.7,0.62,0.83,0.89,0.46,0.45,0.1
843,0.52,0.25,0.69,0.69,0.63,0.84,0.9,0.46,0.45,0.1
844,0.51,0.25,0.69,0.69,0.64,0.85,0.91,0.46,0.44,0.1
845,0.52,0.26,0.68,0.68,0.65,0.85,0.91,0.45,0.43,0.1
846,0.54,0.26,0.68,0.69,0.66,0.86,0.92,0.45,0.44,0.1
847,0.56,0.26,0.68,0.69,0.68,0.87,0.93,0.45,0.44,0.1
848,0.56,0.26,0.68,0.68,0.68,0.87,0.93,0.44,0.43,0.09
849,0.58,0.26,0.68,0.67,0.68,0.87,0.91,0.44,0.42,0.08
850,0.56,0.26,0.68,0.68,0.67,0.88,0.92,0.43,0.42,0.07
851,0.58,0.27,0.7,0.7,0.67,0.89,0.95,0.43,0.43,0.08
852,0.6,0.27,0.68,0.71,0.67,0.89,0.95,0.41,0.44,0.07
853,0.61,0.27,0.68,0.71,0.67,0.89,0.96,0.41,0.44,0.07
854,0.58,0.25,0.65,0.68,0.67,0.89,0.94,0.41,0.44,0.05
855,0.6,0.24,0.65,0.68,0.68,0.91,0.96,0.42,0.45,0.05
856,0.61,0.24,0.64,0.68,0.68,0.9,0.94,0.41,0.45,0.04
857,0.61,0.24,0.64,0.69,0.68,0.9,0.96,0.4,0.45,0.06
858,0.63,0.24,0.64,0.69,0.7,0.91,0.97,0.4,0.45,0.06
859,0.64,0.24,0.64,0.69,0.71,0.91,0.95,0.4,0.45,0.05
860,0.64,0.24,0.64,0.7,0.71,0.9,0.97,0.4,0.46,0.07
861,0.64,0.25,0.65,0.71,0.71,0.89,0.98,0.4,0.46,0.08
862,0.64,0.25,0.65,0.71,0.72,0.89,0.98,0.41,0.47,0.09
863,0.65,0.26,0.66,0.73,0.72,0.89,0.98,0.4,0.47,0.1
864,0.66,0.27,0.64,0.73,0.75,0.87,0.98,0.38,0.46,0.11
865,0.68,0.28,0.64,0.72,0.77,0.87,0.99,0.37,0.45,0.12
866,0.67,0.28,0.63,0.72,0.77,0.86,0.98,0.38,0.45,0.12
867,0.67,0.27,0.63,0.71,0.79,0.87,0.99,0.39,0.45,0.12
868,0.67,0.28,0.63,0.67,0.79,0.87,0.97,0.39,0.41,0.1
869,0.67,0.28,0.63,0.66,0.8,0.89,0.96,0.39,0.4,0.08
870,0.67,0.27,0.62,0.65,0.82,0.89,0.97,0.39,0.41,0.08
871,0.68,0.27,0.63,0.66,0.82,0.89,0.97,0.4,0.41,0.08
872,0.67,0.27,0.63,0.65,0.82,0.89,0.95,0.41,0.41,0.06
873,0.67,0.26,0.63,0.65,0.82,0.9,0.95,0.42,0.42,0.05
874,0.67,0.26,0.63,0.64,0.82,0.9,0.94,0.41,0.41,0.04
875,0.66,0.25,0.62,0.62,0.81,0.91,0.93,0.42,0.41,0.03
876,0.66,0.26,0.64,0.63,0.8,0.91,0.91,0.43,0.42,0.01
877,0.65,0.25,0.63,0.62,0.8,0.92,0.91,0.43,0.42,0.01
878,0.65,0.26,0.62,0.63,0.8,0.92,0.91,0.41,0.42,0.02
879,0.65,0.26,0.62,0.63,0.81,0.93,0.92,0.41,0.43,0.03
880,0.65,0.25,0.63,0.63,0.81,0.94,0.9,0.41,0.43,0.05
881,0.66,0.25,0.63,0.62,0.81,0.94,0.89,0.42,0.43,0.07
882,0.64,0.26,0.65,0.62,0.82,0.96,0.88,0.45,0.44,0.08
883,0.63,0.26,0.66,0.61,0.8,0.96,0.86,0.45,0.43,0.11
884,0.62,0.25,0.65,0.61,0.79,0.94,0.84,0.45,0.43,0.11
885,0.62,0.25,0.64,0.6,0.79,0.93,0.84,0.44,0.44,0.1
886,0.61,0.25,0.64,0.58,0.79,0.93,0.82,0.45,0.42,0.11
887,0.6,0.24,0.63,0.56,0.78,0.9,0.81,0.45,0.41,0.09
888,0.61,0.23,0.62,0.55,0.77,0.91,0.81,0.44,0.4,0.1
889,0.6,0.21,0.61,0.54,0.75,0.9,0.79,0.44,0.4,0.11
890,0.59,0.22,0.6,0.52,0.75,0.88,0.77,0.43,0.38,0.12
891,0.6,0.2,0.6,0.52,0.72,0.88,0.76,0.42,0.37,0.12
892,0.61,0.18,0.58,0.51,0.72,0.85,0.74,0.44,0.38,0.11
893,0.61,0.18,0.6,0.49,0.72,0.87,0.73,0.45,0.37,0.14
894,0.63,0.15,0.59,0.47,0.71,0.88,0.73,0.46,0.36,0.15
895,0.62,0.14,0.58,0.46,0.7,0.86,0.73,0.46,0.35,0.14
896,0.61,0.14,0.57,0.44,0.7,0.85,0.72,0.45,0.34,0.14
897,0.61,0.13,0.56,0.42,0.7,0.86,0.72,0.46,0.33,0.16
898,0.61,0.11,0.55,0.39,0.68,0.85,0.72,0.46,0.31,0.16
899,0.6,0.11,0.55,0.37,0.68,0.84,0.7,0.47,0.3,0.19
900,0.6,0.09,0.53,0.35,0.66,0.83,0.69,0.46,0.28,0.19
901,0.6,0.09,0.52,0.34,0.67,0.81,0.69,0.45,0.28,0.18
902,0.61,0.09,0.53,0.34,0.67,0.81,0.7,0.46,0.27,0.19
903,0.61,0.1,0.52,0.33,0.68,0.82,0.7,0.45,0.26,0.19
904,0.62,0.11,0.53,0.32,0.69,0.83,0.7,0.44,0.24,0.21
905,0.62,0.13,0.52,0.31,0.68,0.79,0.67,0.41,0.2,0.21
906,0.62,0.14,0.52,0.3,0.69,0.79,0.68,0.4,0.18,0.22
907,0.62,0.16,0.51,0.3,0.69,0.77,0.68,0.38,0.16,0.22
908,0.63,0.16,0.51,0.29,0.69,0.77,0.68,0.37,0.15,0.22
909,0.64,0.16,0.51,0.29,0.7,0.77,0.69,0.36,0.14,0.22
910,0.64,0.16,0.52,0.29,0.69,0.76,0.69,0.37,0.14,0.23
911,0.65,0.16,0.51,0.29,0.69,0.76,0.69,0.35,0.14,0.21
912,0.66,0.16,0.51,0.33,0.68,0.76,0.69,0.35,0.17,0.19
913,0.64,0.17,0.5,0.33,0.68,0.73,0.68,0.34,0.17,0.17
914,0.65,0.19,0.51,0.34,0.68,0.74,0.68,0.33,0.16,0.17
915,0.64,0.19,0.51,0.34,0.67,0.72,0.66,0.33,0.16,0.17
916,0.61,0.19,0.5,0.35,0.65,0.71,0.66,0.32,0.17,0.16
917,0.61,0.2,0.51,0.36,0.64,0.7,0.66,0.31,0.16,0.15
918,0.61,0.22,0.51,0.37,0.63,0.7,0.68,0.3,0.16,0.15
919,0.62,0.23,0.53,0.38,0.63,0.68,0.68,0.31,0.15,0.17
920,0.62,0.25,0.53,0.38,0.63,0.67,0.68,0.29,0.13,0.17
921,0.62,0.25,0.55,0.38,0.62,0.65,0.66,0.3,0.13,0.19
922,0.59,0.26,0.53,0.36,0.6,0.64,0.67,0.28,0.11,0.21
923,0.59,0.26,0.52,0.36,0.6,0.64,0.66,0.27,0.11,0.19
924,0.59,0.26,0.5,0.36,0.59,0.63,0.65,0.24,0.11,0.17
925,0.58,0.26,0.47,0.34,0.56,0.59,0.63,0.21,0.09,0.16
926,0.56,0.22,0.42,0.3,0.55,0.58,0.63,0.2,0.09,0.16
927,0.55,0.23,0.41,0.29,0.54,0.57,0.62,0.19,0.09,0.17
928,0.54,0.23,0.41,0.3,0.54,0.56,0.61,0.19,0.08,0.15
929,0.52,0.22,0.4,0.29,0.53,0.55,0.6,0.18,0.08,0.15
930,0.49,0.22,0.38,0.29,0.52,0.55,0.59,0.17,0.08,0.14
931,0.49,0.22,0.38,0.29,0.53,0.55,0.6,0.16,0.08,0.15
932,0.48,0.23,0.38,0.3,0.53,0.56,0.6,0.16,0.08,0.14
933,0.46,0.23,0.37,0.29,0.53,0.57,0.61,0.15,0.08,0.14
934,0.41,0.23,0.36,0.29,0.53,0.57,0.59,0.15,0.07,0.13
935,0.41,0.23,0.37,0.3,0.52,0.58,0.6,0.16,0.08,0.14
936,0.41,0.24,0.37,0.3,0.53,0.58,0.59,0.15,0.06,0.12
937,0.38,0.24,0.35,0.29,0.54,0.58,0.6,0.13,0.05,0.13
938,0.38,0.24,0.38,0.29,0.55,0.62,0.6,0.16,0.05,0.14
939,0.36,0.24,0.38,0.29,0.54,0.62,0.59,0.16,0.05,0.15
940,0.33,0.26,0.39,0.3,0.55,0.62,0.59,0.17,0.04,0.16
941,0.32,0.27,0.4,0.3,0.56,0.62,0.58,0.18,0.03,0.16
942,0.32,0.27,0.4,0.3,0.56,0.62,0.58,0.19,0.03,0.17
943,0.32,0.27,0.4,0.3,0.56,0.62,0.58,0.2,0.02,0.18
944,0.31,0.28,0.41,0.3,0.56,0.62,0.58,0.2,0.02,0.19
945,0.31,0.28,0.41,0.3,0.56,0.62,0.58,0.2,0.02,0.2
946,0.29,0.29,0.42,0.31,0.54,0.6,0.57,0.21,0.02,0.21
947,0.28,0.3,0.43,0.31,0.55,0.59,0.56,0.22,0.02,0.23
948,0.27,0.33,0.45,0.33,0.55,0.59,0.55,0.22,0.0,0.22
949,0.26,0.32,0.47,0.34,0.53,0.6,0.55,0.22,0.02,0.21
950,0.25,0.33,0.48,0.35,0.52,0.59,0.54,0.22,0.02,0.21
951,0.22,0.34,0.49,0.36,0.5,0.57,0.52,0.23,0.02,0.23
952,0.22,0.36,0.5,0.36,0.52,0.58,0.53,0.24,0.01,0.24
953,0.22,0.36,0.5,0.36,0.52,0.58,0.51,0.25,0.01,0.24
954,0.23,0.36,0.51,0.35,0.51,0.57,0.51,0.26,0.0,0.26
955,0.22,0.38,0.52,0.35,0.51,0.56,0.5,0.23,0.04,0.27
956,0.22,0.38,0.53,0.35,0.5,0.55,0.49,0.23,0.05,0.28
957,0.22,0.38,0.54,0.35,0.49,0.55,0.48,0.24,0.05,0.29
958,0.22,0.38,0.52,0.35,0.48,0.53,0.47,0.22,0.06,0.27
959,0.21,0.37,0.52,0.34,0.45,0.51,0.45,0.21,0.06,0.26
960,0.22,0.37,0.52,0.34,0.43,0.5,0.44,0.21,0.06,0.27
961,0.21,0.37,0.52,0.34,0.43,0.5,0.43,0.21,0.06,0.27
962,0.22,0.36,0.53,0.33,0.43,0.5,0.43,0.22,0.06,0.28
963,0.21,0.36,0.52,0.31,0.42,0.5,0.39,0.22,0.06,0.27
964,0.2,0.36,0.53,0.31,0.41,0.49,0.38,0.23,0.06,0.28
965,0.2,0.37,0.52,0.31,0.42,0.48,0.38,0.22,0.08,0.29
966,0.18,0.36,0.51,0.29,0.41,0.48,0.37,0.22,0.09,0.29
967,0.16,0.38,0.51,0.29,0.42,0.48,0.36,0.2,0.11,0.29
968,0.15,0.39,0.5,0.29,0.42,0.46,0.35,0.2,0.11,0.29
969,0.15,0.4,0.49,0.27,0.43,0.45,0.34,0.2,0.14,0.31
970,0.14,0.39,0.49,0.27,0.41,0.44,0.32,0.2,0.14,0.3
971,0.15,0.39,0.49,0.26,0.41,0.44,0.31,0.19,0.15,0.3
972,0.16,0.39,0.47,0.25,0.41,0.43,0.31,0.19,0.15,0.3
973,0.15,0.37,0.47,0.24,0.39,0.42,0.29,0.21,0.14,0.3
974,0.16,0.37,0.47,0.23,0.39,0.41,0.28,0.21,0.15,0.31
975,0.15,0.39,0.47,0.22,0.39,0.4,0.26,0.2,0.17,0.31
976,0.16,0.39,0.48,0.22,0.38,0.39,0.25,0.2,0.17,0.31
977,0.15,0.39,0.49,0.21,0.36,0.39,0.22,0.2,0.18,0.32
978,0.15,0.4,0.49,0.2,0.35,0.38,0.2,0.2,0.19,0.32
979,0.17,0.41,0.49,0.21,0.35,0.37,0.19,0.2,0.19,0.31
980,0.17,0.41,0.49,0.22,0.34,0.36,0.19,0.2,0.2,0.31
981,0.18,0.42,0.5,0.22,0.33,0.35,0.19,0.2,0.19,0.31
982,0.19,0.42,0.5,0.23,0.33,0.34,0.19,0.2,0.19,0.32
983,0.19,0.42,0.5,0.23,0.33,0.34,0.19,0.2,0.19,0.32
984,0.2,0.42,0.51,0.23,0.31,0.34,0.19,0.19,0.18,0.32
985,0.21,0.42,0.52,0.23,0.32,0.34,0.2,0.19,0.19,0.33
986,0.25,0.44,0.51,0.24,0.32,0.3,0.23,0.19,0.2,0.32
987,0.27,0.46,0.51,0.24,0.32,0.28,0.23,0.17,0.23,0.32
988,0.27,0.48,0.51,0.24,0.33,0.28,0.22,0.16,0.24,0.32
989,0.27,0.48,0.51,0.24,0.32,0.28,0.21,0.15,0.25,0.32
990,0.27,0.49,0.51,0.23,0.32,0.28,0.2,0.14,0.26,0.32
991,0.3,0.51,0.53,0.24,0.3,0.27,0.19,0.13,0.27,0.32
992,0.3,0.51,0.53,0.24,0.3,0.27,0.19,0.12,0.27,0.32
993,0.29,0.51,0.54,0.23,0.29,0.27,0.16,0.1,0.28,0.32
994,0.3,0.52,0.55,0.24,0.29,0.27,0.15,0.1,0.29,0.32
